post_id,original_post,sentiment
141,"昨天的事情讓我非常難過，但要怎麼形容我還沒想好⋯就可能不對頻吧⋯⋯

雖然一開始我就有會被拒絕的想法了，但當真的被拒絕時，心理難免還是會感到難過，我想問的問題不能問，一方面也感到很抱歉。

回家就是發洩⋯

發洩就是包紮⋯都是我自己惹出來的，唉真討厭。

這兩天心情都很糟糕，我就像是泡在水裡的，正在等待好的時機出來呼吸。",中度難過和自責，持續的絕望感
142,"真的以前比較好，感覺比較好⋯
我真的很懷念以前，好想它回來。
可是已經不可能了，已離我而去。

現今已不是如此。
好想再次遇到那個「他」。

有你在我才會感到開心，也才會有話聊，什麼都可以扯，我真的懷念死了。

但是什麼都沒有了，失去了、不見了、離開了，跟那些讓我開心的人事物說掰掰吧。",強烈的懷念和絕望，符合中度至重度憂鬱
143,"可能真的是笨蛋，那我還能幹嘛？
笨蛋又不能當飯吃。",強烈的自責和絕望
144,"雖然是找到一份工作，打工兼職。
但是我根本融入不進去⋯我覺得我好弱我好爛。

一開始覺得同事人都不錯，有問題都可以問；但我今天去了，發現大家都變了，變得好像都不理人了，問問題也不耐煩，當初不是說可以問嗎？

這樣子我怎麼會知道？我是新來的欸！
我以為你們說的是真的，可惜不是這樣⋯
我真的很難過😢

然後現在我狀況很差⋯⋯
不曉得晚上會不會是正常的狀態。",輕度焦慮和絕望
145,"常常心情鬱悶，又不知道該怎麼辦⋯
有的時候會想出門走走，有的時候只想在家裡耍廢不動。

因為真的是太悶了，悶到我自己都受不了：（

很多人都說可以去做喜歡的事情啊，找有興趣的事啊～～之類的。

但我發現我好像沒有，沒什麼興趣也沒特別喜歡什麼。

嗯⋯應該說就算我很喜歡好了，也不一定能達成。就像是我想出國，就是一件很難達成的事了。

那提到出國，我也不會開心，因為明明知道目前不能出國，那我還奢望什麼？

我也只能這樣，繼續一片空白。",中度憂鬱
146,"嗯⋯該怎麼說呢？
記得上個月好像蠻不錯的，這個月就開始變得不太好。

雖然說跟季節沒什麼關係，但就是容易煩躁、也容易低落，所以前幾天才會一個人跑出去發呆。

發呆了一小時，說實在的也沒有比較好，就跟發呆前差不多。

去坐著吹風，看著人潮也不少。
至少還有可以暫時休息的地方。

要說散心也可以，不過我沒感覺有變好。

最近也很常焦慮，阿焦跑回來了。

也因為藥的副作用讓我心情更差⋯⋯

趕快冬天！我不喜歡熱熱的天氣。",煩躁、低落、焦慮，符合輕度情緒波動
147,"真的是很突然、一個瞬間。
我自己也不確定是因為什麼事，總之就是覺得自己到底在幹嘛（？

我好麻煩、好像廢物喔⋯⋯
如果有一天我消失了，是不是就不會麻煩到你們了呢？

不知道欸，心情整個瞬間下降。

是有原因還是沒來由，我也無解。",輕度焦慮
148,"怎麼辦⋯我好想你喔⋯回想起我們之間的對話，就會不自覺的開始想。

想以前發生過的事情，不管是好的還是壞的，都會一直想下去。

為什麼⋯我只是控制不住自己，就換來了一個再也不見⋯為什麼⋯到底是為什麼？

曾經那樣的美好，就這樣跟我說再見了，我真的好難過。

想起這些，我也提不起勁了。

可是真的還是會好想，也希望時間可以倒轉，讓我能再次回到一年前⋯

我知道不可能，但⋯我也不知道為什麼同樣的事情我會想這麼多次這麼久。

不可能再見面了，也是該不去想了，只是對我來講真的好困難。",強烈的思念和絕望感
149,"一年一次的中秋節。
說實在的，其實我一早就不太愉快、很悶。

本來打算要開開心心的出去，但就因為這途中在對話中產生了一些誤會、問題，導致我心情變得很低落，而也因為這樣，我一直猶豫到底要不要出門？

後來想想，我還是出門了。
當然一開始我的情緒還是悶在那邊、很煩。

後來可能時間的關係吧？
我也不知道確切的原因是什麼，我自己有漸漸的感覺在情緒這方面上有所轉變，我自己也有發現。

直接回到家，我本來打算要開開心心的跟家人分享今天的行程，但是我一打開門得到的結果讓我很失落也很難過。

我會覺得說⋯那因為這樣我也失落了，可能也沒有辦法好好分享心得了。

但其實家人都覺得反應很正常啊，為什麼我會這樣想？

我也不知道⋯可能我就是真的太敏感了，很多小細節都可以感覺得出來，所以說我這樣真的很累。

我記得家人有跟我說：看到月亮可以許願、祈禱。

所以我的願望就是，我希望家人們可以健健康康、平平安安、開開心心、快快樂樂。

這樣就可以了，也足夠了。
謝謝你們，中秋快樂：）",中度憂鬱和自責感，表現為悶、煩、失落
150,"無助、失落、失望、難過、悲傷、快放棄、想逃離⋯等等，幾乎全部同時發生在身上，我感到好累。

心裡想的當然是希望一切能變好、變順暢，能夠像以前一樣開開心心的過日子。

我發現真的好難，難度頗高。

我擔心妳，而妳也擔心我。但我不想因為我讓妳也生病了，這樣我會很愧疚、捨不得。

會覺得這一切都是我造成的、我害的。

我只希望妳可以好好的，這樣就好。

但是目前是連溝通都出現問題了，我也不知道該怎麼辦，這樣真的對彼此都不好、也會讓彼此都很辛苦也痛苦。

我好沮喪，有的時候憂憂來、有時候阿焦來，但其實有些時候是真的沒有原因的。那這樣更麻煩⋯

不管怎樣，就套一句老闆說的話吧：妳好了，媽媽就好了。

但⋯我會好嗎？

不知道。",強烈的失落感、難過、悲傷，表現為沮喪、憂憂、阿焦的交替模式，中度至重度的自責感
151,"我發現突如其來的這些事，好像也快讓我承受不住了。一下這樣、一下那樣，重複發生的感覺真的非常不好。

我真的累了，不是說麻痺，是已經一塊重重的石頭壓在我身上了。我有試著想改變，但每一次的過程都會讓我在裡面再度受傷。

爬起來又跌下去、跌下去我會在努力爬起來、但又會在某些時刻重複跌，跌久了，也是真的好累了。

真的好累，累到我是邊哭邊打字的。",強烈的壓力感、持續的絕望感
152,"就好像⋯我在怎麼做、怎麼彌補都沒有用了。整個超讓人感到悲傷、痛苦、難過、捨不得。

對，比例佔最大的就是捨不得。
因為我太在乎了、依依不捨、不想失去。

這一部份的由來都是我自己惹出來的，真的很對不起，但就算我說一百次對不起，應該也挽回不了了吧⋯。

說到這個我就好想哭，但現在沒有淚水，哭不出來。

現在就是憂憂一直陪在我旁邊。
嗯對，他最近很常出現，三個角色都很常出現，在我身旁飄來飄去XD",強烈的自責和絕望，符合重度憂鬱
153,"真的好想解釋清楚，但如果這個解釋行不通怎麼辦？因為這件事情重不重要，在你我眼裡是不一樣的，通常你都會直接帶過，因為你覺得這並不重要沒有什麼好說的；可是相反的，我覺得它很重要，但卻沒有人可以跟我討論。

可能也會因為這件事，你直接忘記我了吧，想到這個就覺得好難過、好悲傷、好失落、好痛苦。

真的真的很不想被遺忘⋯
但機率又很高，我該怎麼辦？
好想哭。",重度悲傷、失落感，伴隨著恐懼被遺忘
154,"很明顯的感覺到憂鬱又跑來找我了。

我起床就是心情不佳、難受的感覺會不斷湧上來，但還是必須起床。

胃口、食慾不振已經好幾個月了（嚴格來說也可以以年來計算），常常吃東西沒幾口我就飽了，吃不下了就不會想吃，不然會想吐。

關於心情的部份，有人告訴我：去找點會讓自己開心的事吧，轉移注意力，心情才會比較好。

但是⋯我真的沒辦法。
試過了，沒有事情是可以讓我心情好轉的。

低潮期的我，連說話都有困難，看電視也不會感到開心，說真的，我沒有哪件事是可以特別讓我在憂鬱期讓我開心的。

沒有、沒有、我找不到。

有的人可能跟朋友約出去，逛街或是唱歌，就可以好很多了，但我不是。

心情如此不優的情況下，我根本也沒那個力氣逛街或是唱歌，整個人會是完完全全沒動力的。

我只能說：這樣真的好累人。",輕度焦慮
155,"睡了12個小時，一起床心情就不好，跟昨天差很多。

獨自待在房間裡，不是躺著就是滑滑手機。

我感到很寂寞，覺得我好像不該存在的。

除了帶給他人麻煩以外，我好像什麼都做不好。找工作也找到好累，沒有適合的。

可能想破頭了還是不知道自己存在的意義。
一種好累的感覺持續上升中。

嗯，對，真的好累。",中度絕望感，表現為自責、寂寞和無助感
156,"近兩週狀況都不太好、不穩定，我家人都說要轉念，但我實在是⋯轉不過去。

我很想做到，但這些我都做不到。

不知道在哪裡聽過的一句話：「只有自己才能救自己」。

雖然好像也是真的，但⋯我發現我救不了自己，不知道該怎麼辦才好。

現在的我，是在極深的水裡，我出不來，不管怎麼叫怎麼想，都沒有用，沒有人能聽到、看到。

就是放任我一個人在那邊歇斯底里。

我好愧切、也好累。

家人們也被我搞到很累了，覺得已經快不知道怎麼幫我了，我也不能說什麼，自作自受吧。

今天爸爸跟昨天說的話一模一樣：我會等妳。

聽到都覺得感傷了。",極度絕望、自責感和無助感
157,"今天整天都處在一個低落的情緒上，一直想著同一件事情。

到了下午的確想去實現了，結果因為時間等候太久，我累了、我懶了、我不耐煩了。

所以二話不說就又回家了。
回家自己發洩，但並沒有比較好。
只覺得很悲慘，今天到底是在幹嘛？

我可不可以不要這麼白癡⋯",【解析失敗】</OUTPUT>
158,"這就是我近期的心情。
每天都不好，有的時候是不好一整天、有的時候是半天、有的時候看狀況。

常常起床，心情都會糟糕到爆。
可以出門的時候才會出門。
心情糟到連食物看了都不想吃。
完完全全的沒食慾、沒胃口。

我很悶，是真的。
想被安慰關心，不可能啦，只能自己承受了。

每天都有不好的負面想法，那這樣留著到底有什麼意義？我真的是無解。",持續的無助感和情緒低落，符合中度憂鬱
159,"我真的好沒用、也好笨，嗚嗚
什麼事情都跟不上，我好懦弱⋯

我也想用力的跟上啊⋯
但我發現真的好難好難、好困難啊⋯

如果有一天，我可以跟上的話，應該就不會那麼痛苦了吧⋯對吧對吧🫠",【解析失敗】</OUTPUT>
160,"事實證明我的勇氣還是不太足夠，還是一樣很容易緊張、焦慮、恐慌。

在做事情的時候，都很怕跟不上腳步，有的時候會一次來好多個要處理的，我動作其實也還不快，因為這樣也讓我更緊張了。

目前撐了半個月。
我不曉得能不能撐一個月⋯，心裡一直有一個「不可能」的想法跑出來，我也不知道為什麼。

我還是很擔心自己連一個月都撐不到。
想想其他人都好厲害，可以撐一年，抗壓性也夠，可惜我目前還沒有辦法。

想做的，不一定能夠順利達成，其實我也知道⋯，時間長對我來說就是一種壓力來源。",緊張、焦慮、恐慌，表現出中度的情緒不穩定
161,"有一種感覺，就是好像又前進不了了。
我可能會慢慢退縮回去，反正我什麼都做不好嘛⋯那有差嗎？

很討厭這樣的自己，快受不了，等一下會做出什麼事都不知道，我好累，已經認真的在做了卻還是行不通。",輕度焦慮和自責
162,"現在的焦慮感整個大於最剛開始的時候，不曉得原因是什麼，只覺得好難受⋯好恐慌。

我是不是根本無法達成了？
我是不是因為焦慮而退縮了？
我是不是給自己太大的壓力了？

這些，我都不知道是不是真的。

現在，一股焦慮、恐慌，一直冒出來，我會覺得我到底在幹嘛啊？為什麼一開始做得到的事情，現在已經變成這樣了？我怎麼了？

有人可以拉我一把嗎？
不然我真的很怕我撐不下去了。
撐不下去，就又要再度說掰掰了。

說完掰掰，自己又會對自己覺得可惜。

我真沒用。",焦慮、恐慌、自責、無助感，符合中度至重度焦慮
163,"幾乎都在焦慮、憂鬱、恐慌、煩躁徘徊。

這幾個項目，天天上演。

不希望他們一直出現，還是會自動跑出來惹到我。

他們暫時離開的時候，我覺得好空虛，就真的變成一個人了，沒有人會陪我、照顧我、給我勇氣和依賴。

我知道這是個很矛盾的形容，但沒辦法，我的想法好像會跳來跳去，我控制不住、抓不住。

只是稍微提一下，就覺得自己好煩躁、好容易沒安全感、討厭自己，這些會在什麼時候消失呢？

不知道。",強烈的自責和絕望，符合高度憂鬱
164,"不知道為什麼會有這樣子的想法，不斷湧現，知道這是不太好的，但我似乎阻擋不了它。

太容易心情不好了、低落、無助無力、悲傷難過。

沒有什麼事情是可以引起我的好心情的，覺得真可惜。

唯一可以的就是去動物農場走走吧，因為可愛所以會被療癒到，但我自己知道看完結束離開那個地方我的心情會恢復成不好的樣子，真是糟糕。

大人們都會叫我做些能讓自己開心的事，但其實這對我來說真的不是一件簡單的事。

我只希望可以不要被強迫、被逼，我也沒有想一直這樣，整天悶悶不樂的，只是解決方法還沒有找到，所以才會常常看到容易失控的我。

我真的不是故意的，也希望能被包容，包容我的這些奇怪舉動不是故意的，是沒來由的。",持續的無助感和情緒低落，符合中度憂鬱
165,"對不起，我就是個沒用的人、配不上任何的人。

對不起，我常常沒辦法好好的回答你的問題、常常跳掉。

只能說，我不是故意這樣的。
只能說，我也不想要這樣。
只能說，你對很多人都會這樣嗎？

除了這些，有很多都是我不知道的。我只希望你可以不要再念我了，一點也不喜歡也很排斥、會受不了。

你說的那些，我個人是認為要做的到是很難的一件事，雖然你說「要做了才知道」，但我個人想法就是「真的非常難」。",強烈的自責、輕度焦慮
166,"依舊過得不開心、不愉快，如果問那在什麼時間會開心呢？我只能說：就算有，大概就只有幾秒而已。

無助的心情一直存在，跟著我好久，要喜悅是很難達到的。

覺得沒有人要理我，也是一件讓我很難過、不安的事情。",輕度焦慮
167,"不知道發生什麼事了，讓我有點措手不及。擔心真的過頭，令人難過到超級低落的程度。

不知道你是怎麼想的、不知道是我自己亂想還是這些都是事實？

希望回到以前，不過大致上是不可能發生了，畢竟也經歷了一段時間了。

習慣你笑笑的樣子、逗趣的樣子，我也會覺得好笑。

太難過唯一的方法就是這次減少碰面，少見一次、少說話，會不會比較好真的不知道，這些有的沒的問題也有可能都是我自己猜想出來的，覺得好可憐。",輕度焦慮和疑慮
168,"我也真的真的不舒服，但有人可以體諒我嗎？不舒服不一定是要肚子痛、頭痛、眼睛痛⋯等。

我的不舒服來自於心理的不安全感，沒有人願意互相包容、互相體諒、互相珍惜、互相傾聽。

這讓我好孤單好難受，但或許這就是人生吧，一個人的人生。",輕度焦慮和孤單感
169,"的確，對方要說什麼真的不是我們能控制的。
只要知道自己沒有做，問心無愧就好。

-

對今天的自己又氣又無奈，明明好不容易報名成功，卻因為焦慮感來襲導致中途中斷。

真是對自己感到失望。

看著看著，別人的成品，再低頭看看自己的，我真的好廢。",輕度焦慮
170,"好累好累。
明知道不可能一覺不醒，卻還是盼望著。

每天睜開眼睛醒來就會有種，又要疲憊的過完今天了的想法出現。

最期待的就是晚上，吃完藥偶爾可以半昏迷的時候了，我覺得不要想太多，對我自己才是好的。

但要怎麼做到別想太多⋯我目前還沒想到什麼好方法，因為也不是我要一直去想，是有種被捲進漩渦的感覺，我出不來。

沒辦法一覺不醒真可惜。

-

我不想再去在乎你到底是怎麼看我的了，我覺得我在你面前已經傳達出我想傳達的意思了，你選擇當作不知道、沒看到，那就算了，至少我說了。

雖然會難過會在意，但都已經沒有用了，該放下的還是要放下，需要時間，我相信我會放下這一切的。

-

你看似半開玩笑的說起了家常便飯，是想要引起我的注意，想讓我別一直在不好的情境裡；但對不起，我還是沒有好轉，也謝謝你，願意用這樣的方式嘗試與我溝通。

-

會不會有下一次我也不曉得，我就把每一次都當成最後一次，如果是好的，那就值得留戀；不好的，也劃上休止符了。",持續的絕望、無助感和情緒低落，符合中度憂鬱
171,"沒體力也沒力氣的感覺又再度出現，我感到疲乏無奈，人生沒有希望也沒有目標。

彷彿全世界都沒有人要理我了的那種恐懼感，很強烈的襲擊而來。

我沒有一個好的地方是值得別人注意或關心的、我沒有討喜的臉蛋會讓人心疼、也沒有好的能力會被看上，我什麼也沒有。

我有什麼？
我只有憂鬱、焦慮、社恐。
無限的在徘徊。

好像要遇到真心待我的人，是很難得的，是奇蹟。

那這份奇蹟會出現嗎？",強烈的絕望感和自責感，符合極度憂鬱
172,"好孤單、好想哭，可是我哭不出來⋯。
真羨慕有伴的人。
或是很容易找到伴的人。",輕度焦慮和自責感
173,"我怎麼會沒有想到這個事情對你而言是件難事呢，我這樣子真的好像白癡，像被耍一樣的白癡。

太積極也沒有用，因為本身不想動的人，他只會一直在水裡，不會伸出手讓人拉一把，更慘的是幫的那個人還有可能一起被拉下水裡。",強烈的自責、輕度絕望
174,"好無助、好失望、好空虛、好難過、好悲傷、好想哭、好不知所措又擔心未來會如何。

有時覺得努力了、盡力了，還是一樣會做不好。偏偏這個時候的我們又特別敏感，別人說了句什麼就會覺得⋯對果然我真的很沒用。

難得還想繼續下去的，就按下停止鍵了。",輕度焦慮和輕度悲傷
175,"對⋯我真的每天都會有這種念頭跑出來，我真的覺得我好沒用，不會讀書也沒有什麼技能，連基本的社交都有困難。

做事情常常三分鐘熱度，常常事情都會被我搞砸。

感覺好像怎麼努力都沒有用了。

我快要放棄我自己了，那還會有人在我跌落的時候接住我嗎？

讓我暫時坐著，休息一下，好了以後再出發。

我覺得我很容易自暴自棄，別人的一句話就可以影響我很深，或許對方的意思沒有到那個程度，但是我就會聯想到更進階（更不好）的程度。

我這樣其實真的好累喔⋯要怎麼樣才可以活出屬於自己的人生呢？",強烈的自責、持續的絕望
176,"為什麼我這麼爛、為什麼我這麼弱小、為什麼我凡事做不好、為什麼我什麼都做不好、為什麼我比不上人家、為什麼我可以糟糕成這樣、為什麼所有的事到我身上就是變成一場空。

我為什麼只會給人添麻煩，我什麼事情都做不好、明明覺得努力了，還是比不上別人。

總有些人不必太過努力就可以得到一些事，而我就是那個，不論怎麼努力怎麼認真就是達成不了的人。

我沒有想擺爛，我也想做好。
可是我真的做不到，也做不好。

那為什麼這個世界上還要有一個這樣的人？留著有什麼意義？",強烈的自責、絕望和無助感
177,"如果我沒社恐的話，是不是可以做得到更多事情？如果我不會因為焦慮而渾身不對勁的話，是不是有些現在做不到的事我就有機會做到了？

但這些現在都沒有答案了，我就是社恐、我就是焦慮、我就是容易緊張。

如果這些沒有在我身上的話該有多好⋯我說不定可以享受一個人去咖啡廳、一個逛街的樂趣，因為現在的我卻連這一點點小事都辦不到。

我覺得自己好失敗、也很挫折，真的沒有事情是做得好的。",輕度焦慮和自責感
178,"最近嚴重的自我懷疑，產生一些有的沒的想法。

存在的意義、活著的目標。

這些對我來說遙不可及。

/

發生好多好多次的相同情形真的讓我覺得好心累，我的付出又是什麼？這樣讓我覺得傻傻付出的人真的是傻瓜，因為當你需要的時候沒有人願意停下來關心你。",輕度焦慮
179,"我很糟糕對吧，那你怎麼不一開始就跟我說？讓我認清這個事實啊。

友情建立在謊言間根本不會長久，不相信彼此也會因此漸漸淡掉。

為什麼會變成這樣？
可能就是我不值得吧。

我不值得、不值得、不值得。",輕度自責
180,"雖然本來就不是同階層，但我也很努力過了，你都沒有看見嗎？

還是其實你有看見只是都當作沒看到，不想理我是你最會的一招嗎？

心裡明明知道要得到同等回應是一件非常非常困難的事，但難免還是會存有一個小小期待。

也許有一天你會看見、也許有一天你會感受到、也許有一天你對我會更不一樣些⋯。

「也許」聽起來好難過。
因為這只是我單方面的期待。

/

若可以再一次選擇，我好想放手，乾脆連拿都不拿了，現在這樣子的我好痛苦，只要想起過往不好的記憶我就覺得我怎麼這麼悲慘⋯。

不管是誰，有時候都好想重新選擇，但我知道我沒有選擇的權利。

我自己都討厭自己了，還有什麼資格選擇他人呢？",持續的絕望、自責感，符合中度至高度憂鬱
181,"為什麼我會這樣？

我就跟白痴一樣，反而也沒人會在意。
我就像個傻瓜相信了，沒想到是這樣。
我平白無故被誤會，結果反過來被咬。",輕度的焦慮和自責
182,"也崩潰到極致。
可不可以不要讓我這麼痛苦？
可不可以讓我多一點的開心？
可不可以給我不責怪的稱讚？

因為種種堆積而成的這些事，
讓我覺得果然我就是個糟糕的人。",強烈的自責、絕望感
183,"如果沒有我，你就不會這麼煩惱了。

那我消失好不好？

讓你減少煩惱是我唯一能做的。

因為只要我存在一天，你的煩惱記憶體就會爆增。",強烈的自責和絕望，符合高度憂鬱
184,"才不到一個月，短短的時間我已經覺得快負荷不了。未完成的待辦清單愈來愈往上加，面對每一項都做不好的困境讓我有極大的挫折感。

明明沒有很久，卻感覺度過了很長的一段時間。

一再而再的失敗，給予我的不是「多做幾次就成功了」的這種想法，也不是「沒關係，慢慢來」。

更多的是滿滿的自責，我為何都做不好事情？許多的累積在面對這些事情下來，已經更沒有信心能夠做好了。",輕度焦慮
185,"曾經發生過的快樂事，是可以透過照片或文字回想起來的。

儘管我很想在回到當初那快樂的時候，不是不可能，是必須花費比平常更多的努力。

因為快樂對現在的我來說，是遙不可及的。",輕度焦慮
186,即便是按常理來說要開心的事情也開心不起來了，依舊是滿滿罪惡感、無數次的自責。,輕度焦慮和絕望感
187,"難道不能簡單一點嗎⋯。

雖然活下來了，但其實心裡還是沒有感覺開心，反而有種說不出來的感覺，一直想著如果當天我下去了，那被救活的機率是多少？

也會想著，我只會帶給人麻煩，是家裡的累贅，是不是沒有我在旁邊才會比較好，因為我根本幫不上任何忙。

但如果不幸離開了，家人一定會很難過的吧⋯⋯

找不到目標、動力、意義、價值
什麼都找不到⋯

所以我到底在幹嘛啊⋯",輕度焦慮
188,"我真的不知道對不對，我只知道好痛苦。

12/2當天完全崩潰到一個極致，很想立馬衝上去頂樓，但是因為我隔天有答應重要的人要去做重要的事，所以我必須忍者。

12/3 早上很不想起床
但因為要去辦重要的事情我還是逼自己起床了，勉強吃了一半的吐司就出門了。

在七樓大禮堂看到好多人群，大家都好開心的笑著，只有我笑不出來，中午場搞得有點混亂我覺得有點累，但其實已經有很多人一起幫忙了，我還是覺得我幫不上忙。

中場休息快速吃了個午餐又回到現場，因突發狀況所以急忙趕回去幫忙，人多就是快！時間內完成真是太棒了。

當下午場活動結束後，大家還在開心的和彼此說再見，我去了廁所，剛好走廊門沒關，我往下看，這個高度好像可以⋯但我會害怕，而且大家開開心心的我這樣做實在不太好。

離開了禮堂回到家，我跟我媽說我要出門走走，我沿路搭著公車，沿路跟我媽道別，我整車都在哭。

我希望不要這麼快天黑的，但是我到的時候已經黑黑了，我慢慢走過去，看著底下的水，其實根本看不清楚了因為很昏暗。

我跟我媽說「我們聊到六點喔」
我把雙腳跨了出去，留下一隻手用全力撐著，另一隻手在18:02分我說「我要下去了」的同時我媽打來了，我接了電話，彼此都哭到不行。

後來我差一點點沒扶好就掉下去了，不知道是什麼原因讓我又扶好了（當下我有尖叫一聲）。

其實有人看到我掛在那，兩組人都視而不見，我擔心著我下去會沒人發現所以遲遲不敢往下跳。

後來來了一位阿公，他告訴我「先上來再說」，他抓著我的手，旁邊的人也抓住我拿著手機的手，這時候我感到一股奇妙的感覺，本來腳是蹲著的變成懸空，我想著我是不是可以下去了？

那一刻真的想下去了，我的身體沒有出任何力氣，所有的力氣是路人在幫我撐著。

四人合力救上來後大家都嚇傻了，也報警，我看到好多個警察，後來上了救護車我還在哭泣。

因為沒帶健保卡所以有點麻煩，有一位陪同我的人，掛號找醫生，後來醫生說我有發燒要快篩，我就問他幾度算發燒？他說37.5就算了，好死不死我剛好，所以我又被戳了鼻孔。（中間有去抽血）

在醫院休息室待了一陣子，吃了東西休息一下，大約快一點才回家，回到家我們全家一起喝了熱湯，因為在這之前，我媽一直說「我會等你回來喝湯」。

後來洗洗完凌晨四點了，發現根本睡不著，我躺到七點多才睡著的樣子。

今天還是整天在房間，我想了一個問題，活下來是對的嗎？

我覺得我的活著是在拖累家人
我覺得活著沒有任何一絲希望
我覺得我每天都感覺到痛苦
我覺得我找不到活著的意義

但，我也還沒找到死的意義。",持續的絕望、痛苦感、無助感
189,"我說真的。
可以讓我好好宣洩一場嗎⋯⋯
我覺得我好久好久沒好好哭過了
也不是故意憋在心裡
是真的哭不出來那種（有人懂嗎）

說實話真的好懷念去年
去年的我蠻常哭的
我覺得哭可以抒發情緒
對我來說是好事

我想哭 我想哭 我好想哭 讓我哭好嗎",輕度焦慮
190,"誰可以告訴我，活著的意義是什麼，我現在活著的每一分每一秒是為了什麼而活⋯

或許是為了家人，因為家人很愛我，要是我走了，他們會很捨不得，他們會很難受，他們就失去了一個生命，由拔拔麻麻所誕生的寶貴生命。

或許是我不敢死，我覺得死亡是可怕的，我沒有那個勇氣去做這樣的事，但是明明我也不想活著，活著我找不到目標、找不到動力、找不到存在的價值。

不論是活著或是死去，都是不容易的事，活著要面對的事情太多太多了，多到沒有一個人可以清楚的告訴你，我們該怎麼走才是對的才是好的；而在死去的那一瞬間，我猜測大部分的人是後悔的，或者是死去後覺得後悔，通常是覺得太過悲傷才會聯想到死亡，因為好像也只影死去這個選項才能讓人可以不繼續痛苦。

但是痛苦是牽連著的，死去不代表就不再痛苦，或許只是換了一種方式繼續痛苦，會痛苦到什麼程度也沒人知道。

我也不想活著，每天不知道在幹嘛的我就像是沒有靈魂的存在。",中度憂鬱
191,"反正人生存在也毫無意義，既沒有價值也沒什麼值得留戀的。

總有一天我會飛走的。",強烈的絕望和自責
192,"做什麼都感到毫無意義跟目標，也感到很空虛，每天都不知道到底在幹嘛，超無力的。

好想變成樂觀的人。",輕度焦慮
193,"好突然的悲傷就來了，可是我哭不出來，但是心很不舒服，整個人瞬間往下掉，這種感覺不喜歡，但我卻拿它沒輒。

最近都在覺得自己有夠糟糕，心裡想很多有什麼用，我又說不出來。",輕度焦慮和不適感
